2018-12-19 23:58:32,Donamezdotcom,2027,746,b'https://t.co/raBz7HZTeI is for sale. Please contact us to purchase this domain name. #iPhone #iPhone\xe3\x82\xb1\xe3\x83\xbc\xe3\x82\xb9 #iPhoneXS\xe2\x80\xa6 https://t.co/6Yr7xUGbGS'
2018-12-19 23:54:47,96VhNExqoPbuPEC,3,873,b'RT @whitestonedome: Dome Fix for iPhone X _ Full version https://t.co/WhNRaD40Uz  @YouTube\n#DomeFixFuntion you can cover the minor scratche\xe2\x80\xa6'
2018-12-19 23:51:09,Dana_Kral,252,9427,b'Forecast: rain \xe2\x98\x94\xef\xb8\x8f\n\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f I strolled along the South Bank anyway\n\n#uk #unitedkingdom #greatbritain #england #london\xe2\x80\xa6 https://t.co/897Kg1RxNa'
2018-12-19 23:46:33,leyhaaaaaaaa_,893,53936,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:46:00,mellos10,111,602,"b""Win The Latest Tech available in the Market Today. one Participant will win an iPhoneX don't miss this opportunity. https://t.co/mPuGIZdDR3"""
2018-12-19 23:38:38,iOSEden,940,5,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\xa0 https://t.co/2mSpsIPVAW\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/8aRLTHyKFk'
2018-12-19 23:38:13,iPadEden,822,1,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\x9f https://t.co/v678lfEmKR\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/mJdYOtp7tz'
2018-12-19 23:37:09,hazimhalimm,37026,5677,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:36:07,hansnationlit,970,16507,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:35:10,iAppleEden,1183,1,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\xba https://t.co/1UFGOg8y21\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/a4CyZhkdJK'
2018-12-19 23:34:37,love2lovemykids,571,1661,b'Win an iPhone and a ProClip\xe2\x80\xa6Entry link below @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for\xe2\x80\xa6 https://t.co/i66XgZIAVc'
2018-12-19 23:33:44,Tazman5562,29512,551,b'Win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/nkD2b7iQWz'
