2018-12-19 23:58:32,Donamezdotcom,2026,746,b'https://t.co/raBz7HZTeI is for sale. Please contact us to purchase this domain name. #iPhone #iPhone\xe3\x82\xb1\xe3\x83\xbc\xe3\x82\xb9 #iPhoneXS\xe2\x80\xa6 https://t.co/6Yr7xUGbGS'
2018-12-19 23:54:47,96VhNExqoPbuPEC,3,873,b'RT @whitestonedome: Dome Fix for iPhone X _ Full version https://t.co/WhNRaD40Uz  @YouTube\n#DomeFixFuntion you can cover the minor scratche\xe2\x80\xa6'
2018-12-19 23:51:09,Dana_Kral,252,9428,b'Forecast: rain \xe2\x98\x94\xef\xb8\x8f\n\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f I strolled along the South Bank anyway\n\n#uk #unitedkingdom #greatbritain #england #london\xe2\x80\xa6 https://t.co/897Kg1RxNa'
2018-12-19 23:46:33,leyhaaaaaaaa_,893,53939,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:46:00,mellos10,111,602,"b""Win The Latest Tech available in the Market Today. one Participant will win an iPhoneX don't miss this opportunity. https://t.co/mPuGIZdDR3"""
2018-12-19 23:38:38,iOSEden,940,5,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\xa0 https://t.co/2mSpsIPVAW\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/8aRLTHyKFk'
2018-12-19 23:38:13,iPadEden,822,1,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\x9f https://t.co/v678lfEmKR\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/mJdYOtp7tz'
2018-12-19 23:37:09,hazimhalimm,37036,5684,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:36:07,hansnationlit,970,16507,b'RT @9techeleven: Another version of the notchless design with an infinity-o based cut. \nDoes this look better than the notch?\n#apple #iphon\xe2\x80\xa6'
2018-12-19 23:35:10,iAppleEden,1183,1,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\xba https://t.co/1UFGOg8y21\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/a4CyZhkdJK'
2018-12-19 23:34:37,love2lovemykids,571,1661,b'Win an iPhone and a ProClip\xe2\x80\xa6Entry link below @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for\xe2\x80\xa6 https://t.co/i66XgZIAVc'
2018-12-19 23:33:44,Tazman5562,29511,551,b'Win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/nkD2b7iQWz'
2018-12-19 23:33:29,iPhoneEden,902,3,b'Darkroom photo editor for iPad released\nRead more \xe2\x9e\xa1 https://t.co/0nU8TedTcU\n\n#iOS12 #iPhoneX + #iPadPro #iPadMini4\xe2\x80\xa6 https://t.co/UBbtKwTRMb'
2018-12-19 23:32:10,Tazman5562,29511,551,"b""Win The Latest Tech available in the Market Today. one Participant will win an iPhoneX don't miss this opportunity. https://t.co/5AcUrsZ8ot"""
2018-12-19 23:30:04,SWIFTUNLOCK,1513,65,"b'Sim Unlock #Sprint #Boost #ATT #Tmobile iPhone X,8,7,6 #neterair #iphonex #iphone #swiftunlock #iphonex #unlockcode\xe2\x80\xa6 https://t.co/KOi1SQs3nW'"
2018-12-19 23:27:33,Decyrellemolina,1297,2282,b'RT @ankitraj2606: @ZestMoney 1:- #OnePlus6T \n2:- #POCOF1 \n3:- #oppof9pro \n4:- #ZenfoneMaxProM2 \n5:- #HonorPlay \n6:- #Realme2Pro\n7:- #Honor8\xe2\x80\xa6'
2018-12-19 23:22:23,angiesophiaa,363,4048,"b'My favourite time of the year and this is why. \xf0\x9f\x8e\x84 \xf0\x9f\x8e\x85\xf0\x9f\x8f\xbd also, iPhoneX helps me capture it so beautifully https://t.co/iGkhPDtn05'"
2018-12-19 23:10:36,iBuzzBeetle,581,460,b'iPhones are seriously overrated. \n\nI am not saying the phones are bad; but people seem to think that those who do n\xe2\x80\xa6 https://t.co/FZYV0lXi1A'
2018-12-19 23:07:33,BeckySexwoman,4662,205,b'#BTS #iPhone Cell Phone Case BT21 CHIMMY Van Back Cover Fit Heavy Drop Protection for iPhone 6 6s 7 8 Plus X (#TATA\xe2\x80\xa6 https://t.co/mmFofGJAFG'
2018-12-19 22:59:59,bwaybrie,1398,21651,b'@Mixer_lovaticMD got that iphoneX quality \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xaa'
2018-12-19 22:53:02,HealthyBrain_,251,38,b'It\xe2\x80\x99s important to pay attention to our mental health and to understand how the brain is involved.\xe2\x80\xa6 https://t.co/py7LLdbk4d'
2018-12-19 22:51:34,wolfm1984,128,2110,b'RT @AR72014: #RT #wallpapers #iPhone #iPhoneXSMax #iPhoneXS #iPhoneX #iPhoneXR \n\n10 new exclusive #wallpaper for \n\n- iPhone XS MAX \n- iPhon\xe2\x80\xa6'
2018-12-19 22:49:10,brainy2k,219,52,"b'RT @ben7fold: We still have about 500 fanny packs, dad hats &amp; iphoneX phone cases to give to lucky attendees of #TheFufuParty. \n\nThis year\xe2\x80\xa6'"
2018-12-19 22:48:59,BunnieLuuuv,4635,103,b'These two! #xoxo #proudmommy #iphoneography #locstyles #kidslocs #iphonex #mykids #mykidsaremylife #FOE\xe2\x80\xa6 https://t.co/q1GtC6HqQB'
2018-12-19 22:40:06,UlakCases,24898,1817,"b'\xf0\x9f\x8e\x84Crystal Clear iPhone XR Case Only $8.99! \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8fReview ""This is a beefy, solid TPU case. It\'s a clean transpare\xe2\x80\xa6 https://t.co/93fck3L0De'"
2018-12-19 22:27:54,hanubuu,20904,23022,b'@liI_dodo \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f I use an iPhoneX!!! The quality is only good when the lighting is \xf0\x9f\xa4\xa3'
2018-12-19 22:19:24,JD_Logix,40,122,b'Carrier Unlock for any phone!! \n.\n.\n.\n.\n.\n#stevejobs #apple #iphone #applewatch #imac #iphonex #entrepreneur\xe2\x80\xa6 https://t.co/7sPzmI6YC6'
2018-12-19 22:19:19,KatHamiton,21,404,b'#Win IPhoneX 264gb For \xc2\xa310 in association with #BigTicketWin @raffall_app #raffle #competition #prizes https://t.co/be8kgX67BE'
2018-12-19 22:15:51,pcmonitorss,1873,7,b'RT @allendaman13: I\xe2\x80\x99m bouta do a fake giveaway\n\n#iphone #iphone8 #iphone8plus #iphone #iphonexsmax #iphonexsmaxcase #iphone6 #iphone6plus #\xe2\x80\xa6'
2018-12-19 22:15:04,galaxycommus,34,529,b'@speckproducts\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\nLooking for something special? Speck Grip Cases are the perfect gifts available for iPhones and\xe2\x80\xa6 https://t.co/QlKPOGqZPs'
2018-12-19 22:14:07,Smartbulance,89,23,b'RT @GothamIphone: On #parkavenue for an #iPhone #repair taking in the #holidayspirit performed the repair over @Starbucks #coffee thanks fo\xe2\x80\xa6'
2018-12-19 22:10:03,d_ast777,8751,139023,b'RT @perrycruise: Phone under water \xf0\x9f\x92\xa6 #iphonex https://t.co/Nu5xpkF7C3'
2018-12-19 22:06:57,piyusha13,4233,348,b'And it\xe2\x80\x99s going down rapidly 90% #iphoneX \xf0\x9f\x98\xb5 https://t.co/EQPj2ugd9q'
