2018-12-16 23:59:23,grabus_ajdin,33,131,b'RT @AR72014: #wallpapers #iPhone \n#iPhoneXSMax #iPhoneXS #iPhoneX #iPhoneXR \n\nFragments #wallpaper for \n\n- iPhone XS MAX - iPhone XR\nhttps:\xe2\x80\xa6'
2018-12-16 23:53:09,irish2417,7,349,b'DONUT Pop Up Universal Mobile Phone Grip with Car Mount -(Great stocking stuffer) https://t.co/Pz2uql3uFp @eBay\xe2\x80\xa6 https://t.co/gOJ8HCWUMo'
2018-12-16 23:51:59,irish2417,7,349,b'Sale - Green Adhesive Silicone Credit Card Pouch For Cell Phone - https://t.co/xBg0fC7fXP @eBay #shopping #sale\xe2\x80\xa6 https://t.co/VLi31flwuu'
2018-12-16 23:51:00,irish2417,7,349,b'Black Adhesive Silicone Credit Card Pouch For Cell Phone -  https://t.co/jWvJL1IZe9 @eBay #shopping #sale #deals\xe2\x80\xa6 https://t.co/cWrlVWib9M'
2018-12-16 23:41:40,rplesia26,12,84,"b'@iPhone_News The thing is, we as the consumer knew the notch was still going to be on the phone even though the scr\xe2\x80\xa6 https://t.co/q7DDoVEoPo'"
2018-12-16 23:41:37,Jason_bkroo,1204,2958,b'Lucky to #work and #live in such a #beautiful #city #bridge #citylife #view #views #pic #picoftheday #iphonex\xe2\x80\xa6 https://t.co/bbtGRqtX8E'
2018-12-16 23:33:28,AndreaCoventry,8322,1668,b'RT @ucfoodietv: Hot Off the Presses! For Christmas. The TV Studio in Your Hand.  Shoot great vacation videos or create your own TV show off\xe2\x80\xa6'
2018-12-16 23:30:03,SWIFTUNLOCK,1513,65,"b'Sim Unlock #Sprint #Boost #ATT #Tmobile iPhone X,8,7,6 #neterair #iphonex #iphone #swiftunlock #iphonex #unlockcode\xe2\x80\xa6 https://t.co/Gp8V7c7KGm'"
2018-12-16 23:26:23,NeahMhelTwenty,18,334,b'RT @AR72014: #wallpapers #iPhone #iOS #homescreen #lockscreen \n\nBlack &amp; Colors #wallpaper for \n\n- #iPhoneXSMAX\n- #iPhoneXS\n- #iPhoneX\n- #iP\xe2\x80\xa6'
2018-12-16 23:26:10,momtograndma,13964,5911,"b'RT @ucfoodietv: Winter golf trip ahead?  Use your iPhone at first.  Yes, the iPhone Improves Your Golf Game https://t.co/U9S19cCsSi #iPhone\xe2\x80\xa6'"
